customer_id,first_name,last_name,date_of_birth,ssn_hash,email,phone_primary,customer_since,customer_status,segment_code,branch_id,created_ts,updated_ts
314,Curtis,Terry,1989-09-04,sha256_000313,user313@example.com,555-619-6261,2020-10-04,A,BASIC,189,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
315,Kimberly,Armstrong,1992-03-06,sha256_000314,user314@example.com,555-448-2142,2010-12-05,A,PREMIER,261,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
316,Nicole,Hall,1964-05-09,sha256_000315,user315@example.com,555-614-9074,2009-10-02,A,PREMIER,438,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
317,Richard,Rowe,1959-08-11,sha256_000316,user316@example.com,555-181-8922,2025-07-20,A,DIGITAL,352,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
318,Christine,Williams,1959-10-31,sha256_000317,user317@example.com,555-473-5825,2024-04-17,A,BASIC,259,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
319,Eric,Garner,1945-08-26,sha256_000318,user318@example.com,555-248-6595,2013-02-28,I,PREMIER,202,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
320,Sarah,Thornton,1957-01-15,sha256_000319,user319@example.com,555-263-3458,2006-07-11,A,DIGITAL,114,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
321,Michelle,Shepherd,1987-01-13,sha256_000320,user320@example.com,555-748-1454,2025-12-07,A,STANDARD,134,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
322,Theresa,Hughes,2001-04-17,sha256_000321,user321@example.com,555-502-6350,2013-02-28,A,BASIC,164,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
323,Lisa,Alvarado,1967-05-09,sha256_000322,user322@example.com,555-218-3652,2023-09-11,A,PREMIER,414,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
324,Nicole,Hoover,1947-03-05,sha256_000323,user323@example.com,555-408-6971,2013-06-21,A,BASIC,355,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
325,Angel,Pollard,1943-03-20,sha256_000324,user324@example.com,555-978-8525,2014-01-02,A,DIGITAL,273,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
326,Jill,Simpson,1993-02-03,sha256_000325,user325@example.com,555-270-1163,2024-08-11,I,BASIC,413,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
327,Martin,Johnson,1992-09-03,sha256_000326,user326@example.com,555-146-6360,2012-11-11,A,PREFERRED,164,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
328,Sarah,Shaw,2006-01-01,sha256_000327,user327@example.com,555-240-3081,2008-07-22,A,BASIC,184,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
329,Leah,Lawrence,1999-01-18,sha256_000328,user328@example.com,555-861-8864,2009-03-23,A,DIGITAL,257,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
330,Michelle,Kane,1971-05-11,sha256_000329,user329@example.com,555-854-3282,2025-11-01,A,PREMIER,466,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
331,Lisa,Sawyer,1971-11-23,sha256_000330,user330@example.com,555-657-6496,2021-07-08,A,BASIC,345,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
332,Joseph,Alexander,1983-09-03,sha256_000331,user331@example.com,555-266-5981,2021-08-14,I,DIGITAL,440,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
333,Kristin,Fox,1987-10-03,sha256_000332,user332@example.com,555-572-4565,2017-05-22,A,PREFERRED,199,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
334,Daniel,Bryant,1952-12-12,sha256_000333,user333@example.com,555-775-7097,2023-07-26,I,STANDARD,439,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
335,Monica,Bowen,1977-09-14,sha256_000334,user334@example.com,555-578-7531,2009-05-28,A,PREFERRED,128,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
336,Michele,Ortiz,1954-05-23,sha256_000335,user335@example.com,555-786-6101,2010-12-13,A,STANDARD,191,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
337,Jeffrey,Pena,1944-01-06,sha256_000336,user336@example.com,555-340-7825,2010-04-28,A,BASIC,309,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
338,Lisa,Moore,1987-04-10,sha256_000337,user337@example.com,555-745-9849,2022-06-20,I,BASIC,120,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
339,Steven,Harrison,1994-12-07,sha256_000338,user338@example.com,555-234-4773,2026-02-14,A,PREFERRED,443,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
340,Kevin,Costa,1944-09-14,sha256_000339,user339@example.com,555-930-5630,2008-04-14,A,BASIC,446,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
341,Laura,Morgan,1966-01-01,sha256_000340,user340@example.com,555-947-1112,2020-08-29,A,STANDARD,316,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
342,Jeremy,Schwartz,1989-01-10,sha256_000341,user341@example.com,555-131-8163,2013-05-07,A,DIGITAL,222,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
343,Andrew,Santos,1966-11-14,sha256_000342,user342@example.com,555-422-5681,2008-04-23,A,DIGITAL,139,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
344,James,Christian,1974-01-08,sha256_000343,user343@example.com,555-484-4671,2025-09-10,A,STANDARD,347,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
345,Mark,Phelps,1947-11-17,sha256_000344,user344@example.com,555-944-1846,2026-04-21,A,STANDARD,315,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
346,Michelle,Villarreal,1991-05-15,sha256_000345,user345@example.com,555-794-9006,2026-04-21,A,STANDARD,403,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
347,Tammy,James,1942-02-16,sha256_000346,user346@example.com,555-691-4554,2023-04-20,A,BASIC,341,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
348,Joshua,Stewart,1945-11-01,sha256_000347,user347@example.com,555-243-7142,2025-05-20,A,PREFERRED,151,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
349,Darlene,Higgins,1996-05-28,sha256_000348,user348@example.com,555-521-2344,2010-02-02,A,PREFERRED,148,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
350,Ricardo,Malone,1997-06-26,sha256_000349,user349@example.com,555-423-9652,2014-05-08,A,PREFERRED,412,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
351,Tina,Brennan,1972-10-22,sha256_000350,user350@example.com,555-338-2605,2006-11-27,A,PREMIER,163,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
352,Amanda,Johnson,2005-07-01,sha256_000351,user351@example.com,555-713-2795,2010-06-17,A,PREFERRED,475,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
353,Sheila,Jones,1988-07-01,sha256_000352,user352@example.com,555-926-8729,2007-03-29,A,PREMIER,142,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
354,Darrell,Welch,1979-05-17,sha256_000353,user353@example.com,555-984-9212,2021-08-30,A,PREMIER,391,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
355,Tara,Mccall,1943-08-08,sha256_000354,user354@example.com,555-319-2909,2020-09-06,A,DIGITAL,490,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
356,Gregory,Bright,1942-01-23,sha256_000355,user355@example.com,555-408-5227,2009-07-03,A,PREMIER,276,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
357,Sydney,Francis,1998-05-12,sha256_000356,user356@example.com,555-891-7600,2021-07-15,A,STANDARD,122,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
358,Joseph,Hamilton,1948-10-21,sha256_000357,user357@example.com,555-679-8904,2025-04-09,A,DIGITAL,450,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
359,Daniel,Garcia,2002-06-02,sha256_000358,user358@example.com,555-680-4411,2013-02-03,A,DIGITAL,174,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
360,Ryan,Schultz,1958-05-20,sha256_000359,user359@example.com,555-471-5652,2010-06-20,A,STANDARD,310,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
361,Jessica,Brennan,1951-11-20,sha256_000360,user360@example.com,555-179-7674,2007-02-21,A,PREMIER,493,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
362,Lee,Wallace,1948-11-11,sha256_000361,user361@example.com,555-686-7579,2007-12-11,A,BASIC,397,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
363,Catherine,Benson,1993-07-19,sha256_000362,user362@example.com,555-580-8045,2024-01-07,C,BASIC,118,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
364,William,Berger,1948-09-07,sha256_000363,user363@example.com,555-953-6128,2011-01-16,A,DIGITAL,428,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
365,Paul,Williams,2000-09-27,sha256_000364,user364@example.com,555-499-1941,2009-07-27,A,PREMIER,164,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
366,Barbara,Flynn,1973-10-07,sha256_000365,user365@example.com,555-800-9134,2012-07-07,A,PREMIER,399,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
367,Jonathan,Carter,1977-01-25,sha256_000366,user366@example.com,555-728-8789,2010-02-04,A,PREFERRED,348,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
368,Jeanne,Brooks,1987-05-09,sha256_000367,user367@example.com,555-874-8182,2009-09-24,A,PREMIER,215,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
369,Aaron,Thomas,2007-01-10,sha256_000368,user368@example.com,555-552-1898,2017-07-10,A,BASIC,269,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
370,Sara,Schmidt,1956-10-25,sha256_000369,user369@example.com,555-102-2839,2025-08-12,A,PREFERRED,147,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
371,Amanda,Knight,1986-01-14,sha256_000370,user370@example.com,555-487-7691,2017-05-01,A,PREFERRED,494,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
372,Jennifer,Sparks,1964-03-16,sha256_000371,user371@example.com,555-509-1208,2022-05-25,I,BASIC,195,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
373,Judy,Jackson,1981-01-15,sha256_000372,user372@example.com,555-289-9812,2024-02-24,A,BASIC,223,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
374,Emily,Miller,1983-06-28,sha256_000373,user373@example.com,555-988-4393,2023-12-04,A,PREFERRED,301,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
375,Michael,Pitts,1949-03-01,sha256_000374,user374@example.com,555-823-7473,2012-07-13,A,PREFERRED,368,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
376,Chad,Harvey,2002-03-07,sha256_000375,user375@example.com,555-937-8987,2016-05-15,C,STANDARD,302,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
377,Elizabeth,Allen,1959-03-10,sha256_000376,user376@example.com,555-665-4551,2015-09-01,I,DIGITAL,302,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
378,Mark,Durham,1958-07-04,sha256_000377,user377@example.com,555-663-3871,2011-07-31,A,BASIC,333,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
379,Lee,Thomas,1983-01-24,sha256_000378,user378@example.com,555-412-6478,2015-07-02,C,BASIC,443,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
380,Melanie,Murray,1990-12-07,sha256_000379,user379@example.com,555-613-6228,2013-11-14,A,BASIC,258,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
381,Jennifer,King,2008-02-25,sha256_000380,user380@example.com,555-445-4681,2024-09-12,A,PREMIER,432,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
382,Kevin,Scott,1945-10-13,sha256_000381,user381@example.com,555-109-6415,2009-06-21,A,PREFERRED,414,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
383,Kyle,Smith,1945-01-19,sha256_000382,user382@example.com,555-617-9417,2017-06-24,I,STANDARD,484,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
384,Ricky,Ballard,1992-05-16,sha256_000383,user383@example.com,555-553-5208,2023-04-28,A,PREMIER,465,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
385,Richard,Santana,2006-05-15,sha256_000384,user384@example.com,555-160-2770,2010-03-23,A,PREFERRED,419,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
386,Kenneth,Byrd,2000-04-14,sha256_000385,user385@example.com,555-403-4394,2011-10-16,I,PREMIER,198,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
387,David,Moore,2003-12-23,sha256_000386,user386@example.com,555-426-4546,2025-05-10,C,BASIC,409,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
388,Robert,Alexander,1952-11-10,sha256_000387,user387@example.com,555-791-2179,2022-07-27,C,PREMIER,394,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
389,Shelby,Reed,1948-10-15,sha256_000388,user388@example.com,555-398-2465,2026-02-05,C,PREMIER,215,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
390,Erica,Matthews,1998-03-30,sha256_000389,user389@example.com,555-376-7160,2021-01-08,I,PREMIER,371,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
391,Raven,Fowler,1958-07-05,sha256_000390,user390@example.com,555-142-4054,2024-06-03,A,PREMIER,201,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
392,Christina,Coleman,1996-07-02,sha256_000391,user391@example.com,555-121-9593,2012-04-12,A,STANDARD,309,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
393,Kevin,Wright,1983-12-02,sha256_000392,user392@example.com,555-753-3192,2016-01-05,A,PREFERRED,418,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
394,Amy,Bruce,1968-05-17,sha256_000393,user393@example.com,555-278-1890,2006-11-25,A,BASIC,175,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
395,Aaron,Gonzalez,1960-04-21,sha256_000394,user394@example.com,555-525-7780,2011-06-30,A,PREFERRED,234,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
396,Justin,Cruz,1949-12-13,sha256_000395,user395@example.com,555-625-8928,2014-03-29,A,STANDARD,418,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
397,Russell,Webb,2005-07-04,sha256_000396,user396@example.com,555-409-3502,2016-04-10,I,DIGITAL,281,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
398,Bethany,Young,1995-05-10,sha256_000397,user397@example.com,555-529-2818,2025-04-29,A,DIGITAL,484,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
399,Diana,Armstrong,1989-09-22,sha256_000398,user398@example.com,555-977-2671,2025-01-05,A,DIGITAL,103,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
400,Steven,Andrews,1987-09-24,sha256_000399,user399@example.com,555-530-5697,2014-02-22,A,PREFERRED,388,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
401,Scott,Haney,1941-09-07,sha256_000400,user400@example.com,555-151-5215,2026-04-29,A,STANDARD,425,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
402,Jason,Phillips,1956-06-15,sha256_000401,user401@example.com,555-508-3334,2025-07-27,A,BASIC,467,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
403,Thomas,Spence,1987-01-20,sha256_000402,user402@example.com,555-215-1406,2022-01-18,A,BASIC,162,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
404,Rachel,Barrett,1943-06-09,sha256_000403,user403@example.com,555-107-5332,2008-10-24,A,DIGITAL,493,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
405,Laura,Hill,1975-01-28,sha256_000404,user404@example.com,555-180-9633,2017-04-11,A,DIGITAL,256,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
406,Gene,Knight,1974-12-24,sha256_000405,user405@example.com,555-320-6872,2012-04-15,I,BASIC,240,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
407,Christopher,Jennings,1979-06-20,sha256_000406,user406@example.com,555-705-5459,2018-03-21,A,DIGITAL,242,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
408,Zachary,Garner,1998-11-14,sha256_000407,user407@example.com,555-894-1996,2022-12-19,A,BASIC,355,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
409,Cynthia,Williams,1945-12-11,sha256_000408,user408@example.com,555-310-3271,2019-01-09,A,PREMIER,363,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
410,Matthew,Obrien,2007-07-29,sha256_000409,user409@example.com,555-221-3652,2024-08-02,A,PREFERRED,289,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
411,Loretta,Crawford,1996-11-02,sha256_000410,user410@example.com,555-381-7882,2011-01-30,A,PREMIER,128,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
412,Karen,Strong,1993-02-16,sha256_000411,user411@example.com,555-371-8889,2022-10-04,A,PREMIER,494,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
413,Emily,Mitchell,1989-10-21,sha256_000412,user412@example.com,555-794-9113,2018-12-02,I,STANDARD,188,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
414,Jeffrey,Lindsey,1999-09-06,sha256_000413,user413@example.com,555-194-9860,2006-11-27,A,PREFERRED,137,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
415,James,Lawson,2007-04-21,sha256_000414,user414@example.com,555-651-9840,2014-08-18,A,STANDARD,338,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
416,Andrew,Gomez,1963-02-18,sha256_000415,user415@example.com,555-419-9576,2017-04-14,A,STANDARD,264,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
417,John,Fields,1943-08-10,sha256_000416,user416@example.com,555-629-1646,2015-08-09,A,DIGITAL,346,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
418,Thomas,Oliver,2000-05-07,sha256_000417,user417@example.com,555-468-2240,2010-10-21,A,BASIC,450,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
419,Melissa,Byrd,1988-08-26,sha256_000418,user418@example.com,555-946-3739,2021-05-06,A,BASIC,138,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
420,Charles,Le,1974-08-09,sha256_000419,user419@example.com,555-299-5975,2013-09-29,A,PREFERRED,213,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
421,Robert,Hopkins,1946-05-28,sha256_000420,user420@example.com,555-482-1872,2009-01-15,A,PREFERRED,306,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
422,Crystal,Massey,1962-01-08,sha256_000421,user421@example.com,555-834-8611,2015-01-07,A,DIGITAL,415,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
423,James,Fuller,1957-03-16,sha256_000422,user422@example.com,555-767-6550,2017-07-10,A,PREMIER,340,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
424,Heather,Berger,1969-08-06,sha256_000423,user423@example.com,555-461-5880,2023-07-10,I,STANDARD,253,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
425,Troy,Lucas,1980-08-01,sha256_000424,user424@example.com,555-568-2487,2021-06-20,A,STANDARD,344,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
426,John,Parker,1995-02-17,sha256_000425,user425@example.com,555-173-3279,2007-08-01,A,PREMIER,491,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
427,Diana,Alexander,1950-08-21,sha256_000426,user426@example.com,555-508-2442,2015-08-22,A,DIGITAL,292,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
428,Adam,Riley,1954-09-01,sha256_000427,user427@example.com,555-195-8666,2020-05-31,A,PREFERRED,453,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
429,Karen,Oconnor,2006-10-29,sha256_000428,user428@example.com,555-437-6257,2018-01-31,A,PREMIER,411,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
430,Kayla,Davis,1960-08-09,sha256_000429,user429@example.com,555-571-7615,2014-11-27,A,DIGITAL,220,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
431,Daniel,Phillips,2002-11-09,sha256_000430,user430@example.com,555-765-3663,2015-09-18,A,PREMIER,199,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
432,Ronald,Burgess,1959-01-11,sha256_000431,user431@example.com,555-862-4340,2012-06-25,A,DIGITAL,408,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
433,Gregory,Thompson,1953-03-16,sha256_000432,user432@example.com,555-850-4643,2021-04-15,A,PREMIER,182,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
434,Susan,Anderson,1999-09-24,sha256_000433,user433@example.com,555-199-7839,2013-06-28,A,STANDARD,234,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
435,April,Ryan,1979-06-17,sha256_000434,user434@example.com,555-127-7950,2017-08-07,A,BASIC,194,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
436,Brent,Mata,2000-03-21,sha256_000435,user435@example.com,555-138-2861,2007-09-09,A,PREFERRED,342,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
437,John,Schmidt,1970-07-11,sha256_000436,user436@example.com,555-642-9472,2023-04-08,A,DIGITAL,217,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
438,Melinda,Mcintyre,1946-05-27,sha256_000437,user437@example.com,555-467-2085,2023-06-16,A,DIGITAL,363,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
439,Stephen,Rivas,2003-02-03,sha256_000438,user438@example.com,555-309-9064,2017-03-22,I,BASIC,473,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
440,Laurie,Scott,1981-11-20,sha256_000439,user439@example.com,555-753-1903,2016-04-17,A,PREMIER,431,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
441,Elizabeth,Summers,1943-05-09,sha256_000440,user440@example.com,555-446-3380,2012-08-29,A,DIGITAL,479,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
442,Vanessa,Olson,1988-05-10,sha256_000441,user441@example.com,555-259-8617,2018-05-15,A,BASIC,109,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
443,Caitlin,Drake,1999-08-27,sha256_000442,user442@example.com,555-655-2615,2008-03-23,A,DIGITAL,282,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
444,Stephanie,Francis,1975-10-17,sha256_000443,user443@example.com,555-684-4721,2016-12-21,A,PREMIER,188,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
445,Patricia,Morgan,1974-06-20,sha256_000444,user444@example.com,555-155-5048,2023-11-02,A,BASIC,467,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
446,Cheyenne,Wilson,1964-02-15,sha256_000445,user445@example.com,555-266-3207,2024-01-15,I,PREMIER,384,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
447,Jennifer,Mccarty,1987-07-02,sha256_000446,user446@example.com,555-890-7391,2007-01-14,A,STANDARD,228,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
448,William,Taylor,1944-07-10,sha256_000447,user447@example.com,555-220-8661,2023-09-29,A,STANDARD,325,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
449,Maria,Levy,1973-08-15,sha256_000448,user448@example.com,555-616-8870,2007-07-19,A,STANDARD,342,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
450,Amy,Dalton,1989-04-29,sha256_000449,user449@example.com,555-771-4053,2020-11-16,A,STANDARD,298,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
451,Phyllis,Ramsey,1944-03-18,sha256_000450,user450@example.com,555-580-5777,2024-07-20,I,PREMIER,289,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
452,Julia,Whitney,1946-08-02,sha256_000451,user451@example.com,555-747-3235,2020-05-06,I,STANDARD,122,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
453,Thomas,Coffey,1975-01-31,sha256_000452,user452@example.com,555-399-3202,2014-03-06,A,BASIC,280,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
454,Jonathon,Ballard,2006-11-04,sha256_000453,user453@example.com,555-366-2451,2017-11-23,A,STANDARD,239,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
455,John,Diaz,1968-07-15,sha256_000454,user454@example.com,555-132-9459,2010-10-10,I,PREFERRED,427,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
456,Dana,Gibbs,1971-05-02,sha256_000455,user455@example.com,555-166-8991,2014-04-02,A,BASIC,446,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
457,Katie,Smith,1998-08-01,sha256_000456,user456@example.com,555-102-7995,2018-06-08,I,PREMIER,400,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
458,Adrienne,Herrera,1966-01-22,sha256_000457,user457@example.com,555-395-5658,2013-10-12,I,STANDARD,112,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
459,Courtney,Gibson,1952-03-18,sha256_000458,user458@example.com,555-353-5414,2007-01-28,A,STANDARD,436,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
460,Joshua,Chambers,2001-06-01,sha256_000459,user459@example.com,555-505-5767,2018-03-20,A,STANDARD,258,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
461,Chris,Chambers,1960-01-29,sha256_000460,user460@example.com,555-453-5828,2023-05-11,A,BASIC,266,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
462,Justin,Richards,1999-02-09,sha256_000461,user461@example.com,555-842-4910,2018-04-11,A,STANDARD,478,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
463,Joseph,Carson,1958-05-15,sha256_000462,user462@example.com,555-424-2185,2009-09-09,A,BASIC,446,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
464,Luis,Bentley,1980-06-11,sha256_000463,user463@example.com,555-423-2130,2022-01-29,A,PREMIER,120,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
465,Amber,Rodriguez,2008-01-26,sha256_000464,user464@example.com,555-264-9569,2007-07-09,A,DIGITAL,243,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
466,Devon,Hall,1943-10-24,sha256_000465,user465@example.com,555-180-5337,2014-09-14,A,STANDARD,399,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
467,Jesse,Johnson,1997-05-24,sha256_000466,user466@example.com,555-850-9577,2014-06-09,A,PREFERRED,315,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
468,Heather,Henson,1968-08-06,sha256_000467,user467@example.com,555-231-2472,2020-02-07,A,PREFERRED,203,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
469,Jasmine,Hoffman,1996-05-10,sha256_000468,user468@example.com,555-434-5989,2008-02-03,A,DIGITAL,309,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
470,Caleb,Herman,1946-01-13,sha256_000469,user469@example.com,555-962-2869,2025-09-10,A,DIGITAL,446,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
